gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CD19	1189140	257	55	606150	173250	0	1	0	0	50	27	9258000	8.501984e-01	1
KREMEN1	794944	335	-4	535950	151200	0	2	0	0	50	25	7619700	8.502548e-01	1
KIAA2026	349735	317	26	2190900	662100	0	1	1	0	50	11	9212250	8.502687e-01	1
BCAS3	211130	576	-11	1013550	283800	0	1	0	0	18	4	3198300	8.503499e-01	1
SMC2	114849	953	-33	1328700	331800	0	4	1	0	50	24	7119000	8.504360e-01	1
DOT1L	1658089	199	28	1625250	500550	0	1	3	0	50	16	8711250	8.506870e-01	1
CNTNAP1	1740597	177	36	1472700	438450	0	1	2	0	50	20	9248700	8.509538e-01	1
ZNF518B	218121	1074	15	1135200	316050	0	1	0	0	48	10	7152150	8.509848e-01	1
OR8K5	10101	1007	-38	322500	92850	0	2	1	0	3	1	422250	8.509876e-01	1
REST	590352	569	37	1175100	313500	0	7	0	0	8	2	1904850	8.510778e-01	1
ZNF556	1287128	291	27	495150	128100	0	1	0	0	6	3	1297200	8.513531e-01	1
CPZ	92046	471	35	696900	204450	0	1	1	0	50	23	9137400	8.513793e-01	1
DDX3X	627364	NaN	54	736200	187650	0	1	0	0	50	21	8878650	8.514306e-01	1
MACROD2	37709	920	-12	522150	114600	0	1	1	0	50	37	10678950	8.514416e-01	1
KRT27	836683	269	-10	492600	141900	0	1	1	0	50	25	6967950	8.516970e-01	1
HECA	202042	674	13	574650	165150	0	1	0	0	16	6	2404950	8.519396e-01	1
NOMO2	707984	675	17	1377150	393150	0	1	0	0	38	13	6372150	8.520604e-01	1
HSF2	140855	973	-19	596550	150000	0	1	0	0	50	29	9675750	8.520736e-01	1
COL15A1	199434	148	18	1487100	461850	0	1	3	0	50	17	8247750	8.521801e-01	1
WSCD2	451405	644	29	606900	169800	0	1	1	0	12	9	2239050	8.524346e-01	1
AFF3	353071	868	12	1355850	375750	0	6	2	0	50	25	7634850	8.525473e-01	1
ATM	415837	582	16	3389550	849000	0	8	0	0	2	0	1088100	8.525527e-01	1
NSUN7	238024	202	47	774000	216450	0	1	1	0	50	17	7677900	8.526335e-01	1
PKDREJ	519654	205	31	2348700	694200	0	7	2	0	50	14	8106150	8.529013e-01	1
HPS3	382046	386	7	1089750	295800	0	1	1	0	50	16	10228200	8.529803e-01	1
ITGB6	227667	212	2	864000	228150	0	1	0	0	50	16	8108100	8.530254e-01	1
KDR	175189	706	3	1488750	395400	0	1	1	0	50	18	8553150	8.531632e-01	1
SYCP2	73470	842	-30	1743900	400350	0	6	2	0	50	25	8524950	8.533037e-01	1
AMPH	167080	639	7	763350	213150	0	3	1	0	50	21	9144750	8.533188e-01	1
SYNCRIP	393389	384	14	694800	185400	0	1	0	0	50	24	9405900	8.534285e-01	1
MBD5	119685	955	7	1574550	459900	0	2	2	0	35	13	5839050	8.534519e-01	1
PKP4	212889	532	5	1272750	375600	0	1	1	0	50	24	9048150	8.534891e-01	1
UBA7	1306720	191	39	1081200	328650	0	5	0	0	11	4	1897350	8.535363e-01	1
HIC1	1415256	294	27	739200	253500	0	2	0	0	6	1	959250	8.535867e-01	1
KLHL36	567037	187	33	648300	191850	0	3	1	0	50	24	8770500	8.536177e-01	1
EYS	28896	1167	-23	3414300	883650	0	5	1	0	8	4	2510850	8.538446e-01	1
C4orf21	219601	647	30	2297400	592950	0	5	0	0	3	0	937200	8.540569e-01	1
CECR5	305072	574	-55	461550	142350	0	1	0	0	50	51	12710100	8.540664e-01	1
TROAP	2137968	175	37	843900	277950	0	1	0	0	36	13	6574650	8.540683e-01	1
ZNF37A	138629	916	-18	618900	147000	0	2	1	0	50	29	9966600	8.540913e-01	1
THADA	428893	408	38	2135550	568950	0	5	2	0	50	20	9784500	8.543174e-01	1
ARRDC4	32065	851	-57	445950	132300	0	1	1	0	50	35	8559300	8.545056e-01	1
APBA3	2144458	206	34	600900	194700	0	1	0	0	50	24	8100000	8.546319e-01	1
ALG10	23464	1025	-29	505350	138150	0	1	0	0	30	13	3926250	8.548498e-01	1
FLCN	910162	218	11	680850	192150	0	1	2	0	50	24	9161850	8.551143e-01	1
INPP5D	430468	259	37	1122750	309150	0	1	0	0	3	0	796350	8.552080e-01	1
COL16A1	1126016	197	37	1745550	547200	0	1	2	0	23	8	4315500	8.552124e-01	1
STK31	367849	441	14	1142700	277500	0	5	0	0	3	0	552900	8.552284e-01	1
SCG2	276568	364	-7	667500	168600	0	2	0	0	50	24	8972100	8.554294e-01	1
MAST2	1003923	416	24	1896150	583800	0	3	1	0	50	24	11229000	8.557515e-01	1
ATAD3C	1725369	187	27	445800	130200	0	1	2	0	10	6	1839600	8.559002e-01	1
SEMA7A	640438	204	54	719550	206100	0	1	0	0	50	24	9654450	8.559263e-01	1
TAF6L	2405109	248	44	645600	214350	0	3	0	0	50	23	8327100	8.559919e-01	1
MTMR7	317985	345	7	729750	186000	0	1	0	0	50	22	9031650	8.561213e-01	1
HNRNPM	726124	214	1	797850	216900	0	4	1	0	50	21	9461400	8.561647e-01	1
CPT2	527317	391	27	694350	202500	0	1	0	0	50	23	8949000	8.562057e-01	1
RPGRIP1	722324	263	39	1408500	371250	0	1	0	0	50	27	10813200	8.563164e-01	1
OR10H3	878287	605	13	329400	97650	0	1	1	0	6	8	1696650	8.563564e-01	1
HADHA	641003	274	38	830400	235200	0	1	0	0	43	17	8121150	8.566142e-01	1
TBC1D2	490665	254	52	973200	287700	0	1	2	0	50	26	7238100	8.566452e-01	1
GSTCD	292053	357	8	691200	184500	0	2	0	0	50	22	8536650	8.567044e-01	1
PDE11A	320610	618	18	1081200	290400	0	1	1	0	24	12	4629900	8.567906e-01	1
ZNF10	334913	834	6	627600	154500	0	1	0	0	50	24	8392050	8.568790e-01	1
PDCD6IP	293448	409	9	949800	260700	0	1	0	0	50	18	9765750	8.569582e-01	1
ROR1	138354	492	-3	999750	283650	0	1	0	0	30	9	5651400	8.569924e-01	1
ADAMTSL2	1869593	315	35	1031700	284100	0	1	0	0	6	1	1262850	8.571355e-01	1
RGS7	134467	834	-27	558300	131100	0	2	0	0	50	27	8318250	8.571743e-01	1
KIAA0391	586870	321	38	631950	167250	0	1	1	0	50	26	9089550	8.572117e-01	1
POLR1A	983860	391	46	1866600	516150	0	3	2	0	50	20	9480150	8.572372e-01	1
ACVR1C	79510	911	7	533100	148200	0	1	0	0	50	28	8213850	8.572738e-01	1
SVEP1	211688	369	1	3865500	1041300	0	8	3	0	42	18	9822300	8.573711e-01	1
SPAG9	1009546	138	-3	1452450	384450	0	1	1	0	50	15	7174350	8.574058e-01	1
PTK7	1273888	301	39	1149150	330900	0	1	1	0	50	36	11081700	8.576835e-01	1
KIF9	816399	242	46	874650	229200	0	1	1	0	50	18	8968800	8.577111e-01	1
ECT2L	336688	610	20	1001100	255300	0	1	1	0	34	9	5641950	8.578311e-01	1
SNX21	742720	180	48	406500	129900	0	1	0	0	9	3	1040550	8.578465e-01	1
CHD9	228561	675	-9	3122400	834900	0	5	1	0	15	12	4495650	8.579151e-01	1
SV2C	171171	858	16	796050	208800	0	1	0	0	50	16	7340700	8.579218e-01	1
ZNF160	395233	946	-48	890250	222600	0	1	1	0	50	14	7291950	8.581063e-01	1
COL5A2	237205	422	1	1599600	520800	0	9	1	0	5	2	993000	8.582377e-01	1
MYRIP	195545	917	9	930450	259350	0	3	0	0	6	1	1134150	8.582956e-01	1
CDC42BPB	824377	286	43	1867800	508200	0	3	0	0	9	3	2783700	8.583972e-01	1
ATP6V0A1	1993535	162	27	936450	242100	0	2	1	0	50	17	9098400	8.584346e-01	1
GRIA4	86500	920	-22	1078050	289950	0	1	0	0	50	36	8844000	8.584541e-01	1
BTK	374364	NaN	37	740700	182700	0	1	1	0	50	22	9086250	8.585834e-01	1
ZEB2	56402	621	16	1317750	338700	0	5	1	0	6	2	1218300	8.586018e-01	1
KIAA1199	265840	460	2	1494300	394800	0	2	0	0	7	1	1615200	8.589445e-01	1
UQCRFS1	158775	892	-73	282000	91050	0	1	0	0	7	15	2446950	8.589605e-01	1
PPP4R4	204538	714	17	998850	258000	0	1	1	0	50	14	8152950	8.590717e-01	1
MPO	838530	401	15	788550	238350	0	2	1	0	50	18	8046150	8.590762e-01	1
INPP5E	1413299	233	44	670800	216150	0	1	2	0	46	24	8897400	8.591218e-01	1
TLE6	1119793	197	35	632400	169950	0	2	0	0	50	25	8704200	8.593312e-01	1
SERAC1	572602	209	40	722700	189900	0	3	1	0	50	21	8472900	8.593329e-01	1
PHTF1	298251	398	10	839250	221400	0	1	2	0	50	21	9839100	8.593372e-01	1
CACNA2D3	29637	816	12	1231650	310050	0	3	3	0	4	7	1081350	8.594089e-01	1
RPAP2	363408	559	0	679200	171300	0	2	1	0	50	22	8303850	8.595125e-01	1
FSIP1	516737	433	0	649500	156000	0	1	1	0	50	22	7940550	8.595212e-01	1
ABCC4	200377	596	30	1460700	404550	0	3	0	0	9	3	2764500	8.598039e-01	1
DCLK1	82515	1033	-14	791100	225000	0	3	3	0	9	6	1629750	8.598783e-01	1
HDX	20850	NaN	-20	750150	198000	0	2	1	0	50	20	8388750	8.601026e-01	1
SORBS1	295509	445	17	1471350	418650	0	1	1	0	50	23	9755550	8.601584e-01	1
SKI	788773	262	30	751200	244650	0	2	1	0	50	23	9542550	8.602119e-01	1
RAB11FIP4	501371	307	30	695550	190950	0	1	0	0	50	23	8834100	8.602613e-01	1
EXOC4	618702	965	12	1064700	286200	0	1	0	0	50	14	8650950	8.603252e-01	1
SOX11	10248	1198	-17	461100	136500	0	3	2	0	32	20	5150700	8.604156e-01	1
HEATR5A	375544	154	20	1866900	554100	0	3	1	0	28	16	6756300	8.604649e-01	1
BPTF	772730	293	1	3268500	898050	0	8	1	0	8	2	1901700	8.604919e-01	1
NCAPH2	1075525	207	42	684900	185400	0	1	0	0	50	24	9024450	8.609414e-01	1
EMILIN2	564910	468	37	1110000	325500	0	1	0	0	50	16	10123650	8.609522e-01	1
VENTX	339279	452	-12	265050	89100	0	1	1	0	2	1	402150	8.609550e-01	1
JUP	1760409	175	35	793050	239250	0	1	0	0	50	20	8833350	8.611919e-01	1
TRAF7	2179404	224	39	739350	202500	0	1	1	0	50	20	8227800	8.614397e-01	1
SEMA6D	140187	583	-58	1179300	321450	0	1	4	0	50	30	8254350	8.614807e-01	1
UGGT1	449913	419	24	1731150	441450	0	1	1	0	50	17	9115500	8.614837e-01	1
XPOT	466767	402	-15	1067250	276000	0	1	1	0	44	23	7020300	8.615877e-01	1
DNAJC16	636573	188	34	855300	226950	0	1	0	0	50	18	8646150	8.616401e-01	1
ACCSL	389604	680	1	625350	168000	0	3	0	0	50	24	8209800	8.619442e-01	1
HDLBP	1287793	317	29	1384200	375750	0	4	1	0	22	11	4064250	8.619856e-01	1
LRRN4	301252	351	-6	746400	261150	0	2	2	0	50	22	9041700	8.620402e-01	1
SPG11	666585	441	35	2680650	689850	0	2	1	0	26	7	5194350	8.620486e-01	1
ALDH1L1	203027	610	30	979350	279300	0	5	0	0	1	0	570750	8.620626e-01	1
USP42	1663156	229	43	911400	247350	0	1	2	0	17	14	4181850	8.622835e-01	1
GUF1	62787	1009	2	732450	200850	0	1	0	0	50	21	8494950	8.622967e-01	1
ZNF770	432995	382	2	749250	186750	0	3	0	0	50	18	7552050	8.624391e-01	1
MEN1	2261775	230	61	645000	202800	0	3	2	0	50	28	9752400	8.624586e-01	1
SLC35E2	1569768	214	33	706200	222150	0	1	1	0	50	19	7471350	8.625430e-01	1
ICAM5	1802015	191	21	937950	329700	0	2	1	0	50	21	10864650	8.626359e-01	1
NOTCH2	429750	510	14	2675700	720900	0	4	2	0	50	17	9702900	8.626649e-01	1
KARS	449343	354	18	714000	186900	0	1	0	0	50	23	8987550	8.627113e-01	1
ATP2B3	940418	NaN	24	1356150	397500	0	1	3	0	50	18	7385100	8.627555e-01	1
PPP1R13L	1269856	191	31	858450	282300	0	1	2	0	50	19	9072000	8.628434e-01	1
CACHD1	213591	581	-6	1342050	357150	0	2	0	0	42	23	7478700	8.628536e-01	1
DDX51	608356	528	26	700650	225900	0	1	2	0	50	25	9517800	8.629273e-01	1
PDE2A	741790	193	55	1084050	286650	0	1	1	0	50	14	8721900	8.630174e-01	1
SLC6A16	2237411	309	35	786300	228450	0	1	0	0	50	20	8697450	8.630924e-01	1
DZIP1	229772	438	45	967350	238650	0	2	0	0	50	18	9725550	8.631307e-01	1
FAM154A	500270	450	-18	508200	138450	0	1	1	0	50	31	8431800	8.631360e-01	1
PIK3CD	533533	204	35	1131750	318600	0	1	3	0	28	13	4919100	8.632658e-01	1
DNAH2	2107779	232	25	4801950	1327950	0	12	2	0	10	3	2548950	8.632847e-01	1
CBLB	169365	628	0	1061400	298050	0	1	1	0	50	15	9058650	8.634659e-01	1
WDR43	478715	398	26	752250	194550	0	2	0	0	50	25	10195050	8.635579e-01	1
ZNF800	313691	807	-5	717300	189900	0	2	1	0	50	26	10081350	8.635625e-01	1
SNED1	1332160	278	33	1528650	435600	0	1	0	0	27	11	5970900	8.635775e-01	1
ZC3H13	576966	679	49	1688250	453300	0	2	0	0	19	5	2689200	8.635942e-01	1
KRT15	1445853	325	-22	486000	143550	0	3	0	0	50	31	8047200	8.636850e-01	1
MMP15	856192	158	9	705900	214800	0	2	1	0	50	21	8138100	8.639292e-01	1
SDHA	1040169	530	24	712950	210000	0	2	0	0	50	20	7861350	8.639476e-01	1
ACSS2	1004645	205	44	784500	213150	0	1	0	0	50	26	11008500	8.639895e-01	1
CDC16	612511	283	46	701700	169050	0	1	0	0	50	24	9140850	8.640576e-01	1
TNRC6A	291928	342	19	2116350	576900	0	1	1	0	50	15	10065450	8.641450e-01	1
RASGRF1	420514	488	42	1392000	376500	0	1	3	0	29	16	5263500	8.641527e-01	1
PNMAL2	1099113	393	25	648900	209700	0	2	2	0	50	25	8774550	8.641723e-01	1
FLRT3	NaN	NaN	NaN	679500	199800	0	3	2	0	30	18	6798000	8.644729e-01	1
DMPK	929036	203	43	763200	200250	0	4	0	0	50	23	9528150	8.649467e-01	1
FBXO38	82911	459	1	1301250	341700	0	1	2	0	50	11	8444550	8.649689e-01	1
EPHA3	27204	NaN	-18	1079700	288300	0	1	0	0	7	3	1647150	8.650164e-01	1
UBAP2	777874	170	29	1207950	354450	0	1	1	0	50	14	9644700	8.650890e-01	1
FGD2	832054	220	41	709950	202650	0	1	0	0	11	4	2123400	8.651933e-01	1
TRIP12	321955	722	21	2170350	592200	0	4	0	0	2	0	1021800	8.653744e-01	1
POGK	258555	773	-7	654150	178350	0	2	0	0	22	15	5543400	8.653978e-01	1
HGSNAT	277447	559	6	691200	198900	0	1	1	0	50	26	9638550	8.656896e-01	1
SPAG1	806617	270	36	1022550	261300	0	2	0	0	50	16	9163050	8.657498e-01	1
ZNF776	680410	849	-50	565350	138900	0	1	0	0	50	25	7593150	8.660063e-01	1
DAG1	1657622	236	28	907950	303450	0	1	0	0	36	14	7223850	8.660455e-01	1
KIAA0319L	956500	451	27	1139850	313650	0	1	0	0	50	15	9622650	8.664153e-01	1
MYO19	416822	556	23	1074300	304050	0	1	0	0	18	7	4793250	8.667740e-01	1
LIMD1	340032	231	45	710700	216750	0	2	0	0	7	2	1092300	8.667749e-01	1
NFKB2	975992	178	39	957000	298950	0	1	1	0	34	13	7118400	8.667849e-01	1
MAN2A1	181420	913	10	1257750	325800	0	4	0	0	12	3	2324700	8.668352e-01	1
ZSCAN1	1187584	694	-42	426150	131400	0	1	3	0	15	16	2085750	8.669184e-01	1
ZMYND15	1272092	222	28	782700	243750	0	1	0	0	50	24	10067100	8.674840e-01	1
MARK4	1318362	215	31	736800	224850	0	2	3	0	38	14	5830650	8.674943e-01	1
TRAK2	511735	479	26	983850	276600	0	3	0	0	50	17	9245700	8.675030e-01	1
ADAMTS2	1496298	677	-4	1326600	381150	0	3	3	0	7	5	1489950	8.675608e-01	1
HNRNPUL2	2425755	248	51	811800	221400	0	1	1	0	50	19	8430150	8.675712e-01	1
MCM3AP	857856	624	60	2108850	615000	0	6	4	0	50	19	8836200	8.677646e-01	1
NEIL3	53396	746	-20	662250	172050	0	2	0	0	50	27	9490050	8.677963e-01	1
TAF4B	173138	460	31	901800	288450	0	2	0	0	50	21	10245300	8.678726e-01	1
LRCH2	210224	NaN	-8	848850	222150	0	1	0	0	42	23	10481700	8.678954e-01	1
MTHFR	530804	196	39	708750	198000	0	1	1	0	50	19	7341900	8.682320e-01	1
CCDC64	1390014	218	43	611850	178350	0	1	1	0	50	31	9944700	8.686755e-01	1
GRIP1	228672	944	-6	1164000	331350	0	1	0	0	31	14	5146200	8.688421e-01	1
CNTROB	1794630	337	33	990900	292500	0	1	1	0	50	15	8286300	8.689518e-01	1
ZFYVE20	564079	395	44	846300	231450	0	2	1	0	50	20	9158250	8.689894e-01	1
F13B	220645	802	-30	734850	179550	0	1	0	0	50	25	9758400	8.690379e-01	1
SYT14	223343	547	-5	681000	173100	0	1	0	0	50	25	9041700	8.690863e-01	1
FXR2	2013497	194	29	689250	205350	0	1	1	0	50	24	8808750	8.691897e-01	1
ZNF668	1398193	247	40	663750	209700	0	2	0	0	50	32	11093400	8.691952e-01	1
ECEL1	271362	191	32	832650	245100	0	3	0	0	50	16	7365900	8.691999e-01	1
PTGS1	343200	635	27	649500	178500	0	1	2	0	9	6	2552100	8.692338e-01	1
DNMT1	1702441	200	23	1799850	476700	0	1	2	0	50	22	10948650	8.695167e-01	1
CCT2	484023	382	5	588900	162600	0	2	2	0	32	17	5489850	8.696546e-01	1
KIAA0430	538786	282	29	1878900	522300	0	3	2	0	33	12	5602950	8.696653e-01	1
LRBA	207641	848	17	3118800	848400	0	7	1	0	9	2	1740450	8.697024e-01	1
ACSM4	1157790	439	27	633900	172050	0	1	1	0	50	26	8697600	8.700181e-01	1
PDIA4	598458	279	31	703350	184950	0	1	1	0	50	25	9298350	8.702267e-01	1
MCOLN2	373596	649	-5	633600	155250	0	2	1	0	50	21	7133100	8.702995e-01	1
CCHCR1	3364017	401	19	930750	277050	0	1	1	0	23	6	3642000	8.703367e-01	1
A2M	348389	364	17	1604550	449700	0	1	2	0	50	26	11051700	8.705228e-01	1
WDR49	145736	911	-20	775200	192300	0	1	1	0	50	23	9471600	8.707080e-01	1
SMARCAL1	590685	384	31	1026150	292800	0	3	2	0	50	17	9525750	8.707640e-01	1
TRIM36	219228	619	-1	887550	224400	0	4	0	0	50	15	7368450	8.708750e-01	1
KIRREL2	1060028	321	47	751800	250350	0	3	1	0	4	2	1019700	8.708805e-01	1
PNPLA8	366326	803	-6	849900	223350	0	2	0	0	50	22	9960600	8.709248e-01	1
EPM2AIP1	392784	473	21	638700	182100	0	1	0	0	15	8	3116850	8.709944e-01	1
CTBP2	283236	508	20	1033650	340200	0	2	0	0	50	17	9578550	8.712261e-01	1
PHPT1	1921909	176	44	161850	38400	0	1	1	0	1	3	394050	8.714096e-01	1
SLC45A1	971531	321	25	775050	248700	0	1	1	0	50	21	8688600	8.714174e-01	1
COL6A1	764197	590	23	1118700	332550	0	1	2	0	50	19	11447100	8.714828e-01	1
CPS1	158852	465	-1	1648800	454950	0	5	0	0	8	2	2154150	8.714972e-01	1
HELZ	345587	399	-25	2103600	573450	0	4	0	0	2	0	1189050	8.715507e-01	1
SACS	180800	625	14	4881000	1316400	0	12	2	0	15	6	3914550	8.718461e-01	1
XPNPEP2	358809	NaN	48	743550	203700	0	1	0	0	50	25	9767700	8.719011e-01	1
FGD1	299313	NaN	18	1019550	309750	0	1	2	0	50	16	8926050	8.719455e-01	1
RFX6	206546	730	-19	1014150	273300	0	4	0	0	9	6	2148900	8.720251e-01	1
KIAA1324L	154470	1087	-7	1135800	292500	0	1	0	0	20	8	3520650	8.721676e-01	1
STIM1	409663	476	31	743250	202650	0	1	0	0	25	6	2887800	8.722054e-01	1
RICTOR	193512	336	-2	1875450	499200	0	6	0	0	5	0	1057050	8.724256e-01	1
SLC1A7	509533	391	21	589650	185700	0	2	0	0	50	32	9733950	8.724639e-01	1
ZBTB41	222912	614	-19	1002450	243150	0	2	0	0	50	18	9728250	8.725825e-01	1
SBNO1	1090982	125	37	1530000	405900	0	1	2	0	19	12	4993950	8.726349e-01	1
COL5A3	1386309	413	1	1858950	617850	0	5	2	0	50	29	10909050	8.727423e-01	1
EML5	161619	704	1	2175000	570900	0	3	1	0	7	3	2234250	8.728851e-01	1
EIF5B	387331	612	25	1365000	324750	0	2	0	0	5	1	1651950	8.731611e-01	1
SUN2	1291659	272	73	770400	229500	0	1	2	0	50	17	7086600	8.731701e-01	1
MDP1	974559	220	41	198600	52050	0	2	1	0	3	2	298350	8.732347e-01	1
EFTUD1	373597	701	13	1225500	322050	0	3	0	0	12	6	2407200	8.732426e-01	1
ATP1A3	1150724	438	33	1094400	314100	0	1	2	0	50	34	9238800	8.732712e-01	1
SPTLC2	500852	320	40	609000	170850	0	1	0	0	50	22	7065150	8.736019e-01	1
ZNF438	89942	603	20	881700	248700	0	1	1	0	50	18	8521800	8.736473e-01	1
EFCAB5	652131	303	15	1714650	429600	0	6	0	0	13	3	2627250	8.737834e-01	1
CCDC88A	621554	341	27	2080050	504750	0	1	1	0	10	6	2023050	8.737878e-01	1
ACSBG2	1332100	417	40	735600	190050	0	2	0	0	50	26	9938100	8.740832e-01	1
KCNK10	131280	834	-23	612450	174600	0	3	1	0	50	25	7977900	8.741141e-01	1
HERC2	219134	1011	-32	5185050	1507800	0	15	4	0	43	25	9676800	8.741599e-01	1
LAMA2	67993	771	-6	3416400	914850	0	7	0	0	19	1	3924450	8.742062e-01	1
PRUNE2	178730	851	-15	3309900	892650	0	11	6	0	30	18	5102400	8.742367e-01	1
LEMD3	299752	577	7	969150	284550	0	1	0	0	50	17	8878200	8.742419e-01	1
SLC22A3	545081	363	-12	587550	183300	0	2	1	0	50	29	8783250	8.742485e-01	1
DENND3	360825	204	51	1300950	357300	0	3	1	0	50	11	8152500	8.742505e-01	1
SVIL	138938	504	1	2383350	669900	0	2	3	0	21	9	3732750	8.742544e-01	1
MYO1D	502828	818	5	1108950	289200	0	2	2	0	10	10	2448300	8.743587e-01	1
ADAM10	506165	386	31	832500	205650	0	1	0	0	50	20	8827050	8.743605e-01	1
SNX14	393321	384	19	1066050	262800	0	3	0	0	50	17	9743850	8.748282e-01	1
WDR16	79661	336	-24	678900	183750	0	2	0	0	50	20	7183500	8.749043e-01	1
DMTF1	169233	1011	4	835050	221100	0	3	0	0	50	21	9237150	8.749088e-01	1
GABRE	127993	NaN	-10	549750	150000	0	1	2	0	50	40	11099850	8.750706e-01	1
ZNF133	575071	471	-1	698400	191700	0	1	2	0	50	20	7381800	8.751860e-01	1
ZNF521	24828	599	-1	1423650	359700	0	7	4	0	9	6	1787700	8.752239e-01	1
IGSF9B	270106	534	-8	1408650	448050	0	9	1	0	12	5	2514600	8.752327e-01	1
DGKG	664709	533	32	887850	222750	0	1	1	0	50	20	9366750	8.756661e-01	1
TBC1D15	219208	563	-9	824250	198150	0	1	0	0	50	22	9483300	8.757567e-01	1
ALS2CR11	436378	491	24	2042850	508650	0	1	0	0	9	3	2989200	8.758398e-01	1
C6orf118	31222	466	-31	510900	138900	0	2	2	0	37	22	5873250	8.759781e-01	1
PDE6C	461114	305	19	959400	238050	0	1	0	0	50	16	8270250	8.759913e-01	1
SIPA1L3	688670	605	-17	1864800	575100	0	5	3	0	50	26	8885700	8.760181e-01	1
DCAF4L2	26672	994	-27	408450	127050	0	1	2	0	13	10	1403400	8.760780e-01	1
ZMYM4	916800	406	19	1709850	434400	0	1	1	0	50	26	9843600	8.761995e-01	1
F8	1741051	NaN	4	2559900	672000	0	2	0	0	17	5	4141050	8.762702e-01	1
FH	171676	533	-20	549450	157500	0	1	1	0	50	44	12091050	8.763438e-01	1
ZFP14	784358	758	-67	589800	137400	0	1	0	0	50	25	7615500	8.764017e-01	1
ALS2	438202	523	29	1824450	507450	0	4	0	0	4	0	1014600	8.764747e-01	1
VPS39	625465	394	35	972450	253350	0	1	2	0	32	10	5576400	8.764994e-01	1
HIF1A	252998	315	30	909150	232500	0	1	0	0	50	15	7382250	8.766652e-01	1
NOC2L	1851188	467	3	815550	230250	0	1	1	0	50	25	10515750	8.767540e-01	1
ABLIM2	172573	230	36	741150	190350	0	1	2	0	14	8	2237850	8.767814e-01	1
SLCO3A1	70107	867	-8	779400	234900	0	2	2	0	6	5	1309500	8.768250e-01	1
CSF1R	1127889	228	50	1055250	294300	0	1	0	0	33	9	5539050	8.768517e-01	1
CACNA1S	522609	490	31	2042250	565050	0	6	2	0	50	27	10725600	8.768705e-01	1
SELE	269222	597	12	677100	171150	0	2	0	0	50	22	7756650	8.768762e-01	1
TBC1D5	103389	701	9	910950	231150	0	1	1	0	50	27	12606450	8.769508e-01	1
TGFBRAP1	191525	381	4	918900	264600	0	1	1	0	50	17	8329650	8.769727e-01	1
FAF1	237738	691	-5	724500	186750	0	1	1	0	50	25	9332550	8.770098e-01	1
MGAM	196155	846	-7	2046900	546000	0	2	0	0	5	1	1569300	8.770446e-01	1
DIP2B	736380	262	49	1693350	502200	0	1	1	0	50	15	7478850	8.771339e-01	1
HMMR	225981	603	11	823650	187050	0	1	1	0	50	20	8637600	8.772115e-01	1
EFCAB6	306296	627	2	1657650	424950	0	4	3	0	50	25	8299650	8.772591e-01	1
RPAP3	429377	382	5	745800	182100	0	1	2	0	29	11	4618650	8.773196e-01	1
CSPP1	353616	640	25	1402050	349800	0	3	1	0	3	2	1197450	8.774568e-01	1
TAF2	272257	591	13	1335450	329550	0	1	2	0	50	27	7853400	8.776023e-01	1
TRIP11	336377	375	30	2176650	532350	0	4	0	0	14	7	2880300	8.776295e-01	1
FAM160B2	584373	219	34	726300	217350	0	1	0	0	50	24	8987400	8.776300e-01	1
TRERF1	746644	342	44	1273500	371250	0	2	1	0	42	12	8476200	8.778420e-01	1
ZNF536	106911	926	-73	1366050	397500	0	5	2	0	16	26	4300650	8.778499e-01	1
FASN	3850694	197	34	2634000	832800	0	8	3	0	50	11	7929300	8.779207e-01	1
TRAK1	313554	321	29	1149300	338400	0	3	1	0	50	14	8735700	8.780543e-01	1
EZH2	564321	434	13	845400	204000	0	3	0	0	50	20	8826750	8.783422e-01	1
MPEG1	542222	686	9	744150	223800	0	2	0	0	50	26	9882150	8.785294e-01	1
A1CF	113129	613	19	687600	193500	0	1	0	0	50	24	8477250	8.785767e-01	1
HYDIN	592186	723	1	5548800	1523850	0	7	1	0	4	1	1896450	8.785772e-01	1
BAI3	11277	1175	-22	1678200	431850	0	4	0	0	14	6	3233400	8.787796e-01	1
MAP4	1023686	249	35	1696200	507000	0	1	0	0	50	14	7083000	8.787866e-01	1
WAPAL	209036	398	4	1305900	334350	0	1	1	0	15	6	2529000	8.788030e-01	1
ANO5	51558	935	-7	1020750	250950	0	1	4	0	16	10	2871000	8.788214e-01	1
GTF3C2	1245306	182	52	969900	293700	0	2	0	0	35	12	6429600	8.788739e-01	1
SLC20A1	613047	214	57	723300	210900	0	1	1	0	50	24	8903400	8.789769e-01	1
TBC1D14	474439	259	58	756600	205950	0	1	1	0	50	20	7879350	8.790001e-01	1
ZNF195	560134	470	28	694950	164550	0	2	2	0	19	12	4604550	8.790093e-01	1
CLPTM1	1003719	196	6	725700	203100	0	1	2	0	50	19	7211850	8.790743e-01	1
CEP76	453636	206	41	710850	199950	0	1	1	0	50	19	7062300	8.791452e-01	1
PBX1	61567	624	-24	469050	127200	0	1	2	0	37	22	5323500	8.792734e-01	1
OTOF	787643	408	41	2289750	636600	0	7	0	0	1	0	786600	8.793148e-01	1
EIF2B5	1453689	334	42	784350	217350	0	1	3	0	5	6	958950	8.796833e-01	1
